,target,text,text_fr
3950,ham,HMM yeah if your not too grooved out! And im looking forward to my pound special :),HMM oui si votre pas trop grooved dehors! Et im a hâte de ma livre spéciale :)
3951,ham,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,J'ai eu à la bande vidéo ple type dans le message lor. U donc gratuit wan 2 m'aide? Hee... Parce que je n'ai pas u wan 2 regarder les affaires infernales donc demandez-vous.
3952,ham,Hi dude hw r u da realy mising u today,Salut mec hw r u da realy mising u aujourd'hui
3953,ham,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit...,"Moi, j'ai faim d'acheter de la bonne nourriture... mais maman n yun dun wan juz achète un peu..."
3954,spam,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,Vous ne pouvez pas obtenir de crédit? Appelez gratuitement 0800 195 6669 ou text back 'help' & we will!
3955,ham,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,Je ne mangerai pas du tout aujourd'hui.
3956,ham,I knew it... U slept v late yest? Wake up so late...,"Je le savais, j'ai dormi et je me suis réveillé si tard."
3957,ham,Haha... dont be angry with yourself... Take it as a practice for the real thing. =),Haha... ne sois pas en colère contre toi-même... prends ça comme une pratique pour la vraie chose. =)
3958,ham,Where is that one day training:-),Où est cette formation d'une journée :-)
3959,ham,So i could kiss and feel you next to me...,Pour que je puisse t'embrasser et te sentir à côté de moi...
3960,ham,Have a nice day my dear.,"Bonne journée, ma chère."
3961,ham,I sent lanre fakeye's Eckankar details to the mail box,J'ai envoyé les détails d'Eckankar à la boîte aux lettres.
3962,ham,Your dad is back in ph?,Ton père est de retour?
3963,spam,"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo","Vous avez été spécialement sélectionné pour recevoir un prix ""3000! Appelez le 08712402050 AVANT la fermeture des lignes. Coût 10ppm. 16+. Les T&C s'appliquent. AG Promo"
3964,ham,If you ask her or she say any please message.,Si vous lui demandez ou si elle dit un message s'il vous plaît.
3965,ham,"If e timing can, then i go w u lor...","Si le timing peut, alors je vais..."
3966,ham,Love you aathi..love u lot..,Je t'aime aathi..j'aime beaucoup..
3967,ham,I was just callin to say hi. Take care bruv!,Je voulais juste te dire bonjour.
3968,spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,"En tant que client apprécié de Vodafone, notre ordinateur vous a choisi pour gagner un prix de £150. Pour collecter est facile. Il suffit d'appeler 09061743386"
3969,ham,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,Est-ce que u a allumé le chauffage? Le chauffage était allumé et réglé à &lt;#&gt; degrés.
3970,ham,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.,"Merci pour votre message. J'apprécie vraiment votre sacrifice. Je ne suis pas sûr du processus de paye directe, mais je vais découvrir sur mon retour du test demain. Je suis en classe maintenant."
3971,ham,"That's the trouble with classes that go well - you're due a dodgey one … Expecting mine tomo! See you for recovery, same time, same place","C'est le problème avec les cours qui vont bien - vous êtes due un dodgey un... Attendre le mien tomo! Rendez-vous pour la récupération, même temps, même endroit"
3972,spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,Téléphones vidéo gratuits avec ligne de Half Price location pour 12 mths et 500 minutes de cross ntwk 100 txts. Appelez MobileUpd8 08001950382 ou Call2Out/674&
3973,ham,WOT U UP 2 J?,Tu as fait 2 J?
3974,ham,"Night night, see you tomorrow","Bonne nuit, à demain."
3975,ham,Roger that. We‘re probably going to rem in about 20,Bien reçu. Nous allons probablement rem dans une vingtaine d'années.
3976,ham,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,ne pensez-vous que n'importe quelle fille va vous proposer u aujourd'hui en sering ur putain de merde funky putain de visage....culssholeee..
3977,ham,I wish u were here. I feel so alone,"J'aimerais que tu sois là, je me sens si seule."
3978,spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,Great NEW Offer - DOUBLE Mins & DOUBLE Txt sur les meilleurs tarifs orange ET obtenir les derniers téléphones photo 4 GRATUIT! Appelez MobileUpd8 gratuitement sur 08000839402 MAINTENANT! ou 2stoptxt T&Cs
3979,ham,Reason is if the team budget is available at last they buy the unsold players for at base rate..,"La raison est si le budget de l'équipe est enfin disponible, ils achètent les joueurs invendus pour au taux de base.."
3980,ham,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES,CERI U REBEL! SEULEMENT M'ARRÊT UN PETIT BUDDY!! C YA 2MORO! QUI A BESOIN DE BLOQUES
3981,spam,ringtoneking 84484,sonnerie 84484
3982,ham,Huh i cant thk of more oredi how many pages do we have?,Je ne sais pas combien de pages on a?
3983,ham,His frens go then he in lor. Not alone wif my mum n sis lor.,Il n'est pas seul avec ma mère.
3984,ham,Nationwide auto centre (or something like that) on Newport road. I liked them there,Centre automobile national (ou quelque chose comme ça) sur la route de Newport. Je les ai aimés là-bas
3985,ham,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly",Tu m'as manqué la nuit dernière alors que mon téléphone était sur la charge... *smiles*... je vais rencontrer un ami bientôt
3986,ham,"Whatever, juliana. Do whatever you want.","Juliana, fais ce que tu veux."
3987,ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e","L'amitié n'est pas un jeu à jouer, Ce n'est pas un mot à dire, Il ne commence pas le Mars et se termine le Mai, C'est demain, hier, aujourd'hui et e"
3988,spam,Ringtone Club: Gr8 new polys direct to your mobile every week !,Ringtone Club: Gr8 nouveaux polys directs à votre mobile chaque semaine!
3989,ham,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.","Alors ne rentre pas à la maison, je mange des nachos."
3990,ham,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,"Ok lor. Bref, nous ne pouvons pas obtenir des billets maintenant parce que comme assez tard déjà. U wan 2 aller regarder 4 ur frens a pas? Darren est avec eux maintenant..."
3991,spam,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK POUR NOTRE MEMBRE **** SUP PLUS DE 300% ************ Symbole Nasdaq CDGT C'est un $5.00 par..
3992,ham,I am on the way to ur home,Je suis sur le chemin pour rentrer chez moi.
3993,ham,"Dizzamn, aight I'll ask my suitemates when I get back","Dizzamn, je demanderai à mes colocataires à mon retour."
3994,ham,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word","Oui, le téléphone le sait, évidemment, parce que c'est un vrai mot."
3995,ham,I love to cuddle! I want to hold you in my strong arms right now...,"J'adore les câlins, je veux te tenir dans mes bras..."
3996,ham,R u in this continent?,R u sur ce continent?
3997,ham,We'll you pay over like  &lt;#&gt; yrs so its not too difficult,Nous allons vous payer comme &lt;#&gt; yrs donc ce n'est pas trop difficile
3998,spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,ménagères ennuyées! Chat n datez maintenant! 0871750.77.11! BT-taux national 10p/min seulement depuis les lignes terrestres!
3999,spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,Nous avons essayé de vous appeler re votre réponse à nos sms pour une vidéo mobile 750 minutes ILLIMITED TEXTE caméscope gratuit Répondre ou appeler maintenant 08000930705 Del Thurs
4000,ham,K...k...when will you give treat?,K...k... Quand allez-vous donner du gâterie?
4001,spam,"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate","C'est la 2ème fois que nous avons essayé de contacter u. U ont gagné le prix £400. 2 réclamation est facile, il suffit d'appeler 087104711148 MAINTENANT! Seulement 10p par minute."
4002,ham,He's just gonna worry for nothing. And he won't give you money its no use.,Il va s'inquiéter pour rien et il ne te donnera pas de l'argent.
4003,ham,Did you get any gift? This year i didnt get anything. So bad,"Cette année, je n'ai rien reçu."
4004,ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,Quelque part là-bas sous la lumière de la lune pâle quelqu'un pense à u où les rêves se réalisent... goodnite &amp; doux rêves
4005,ham,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,"Eh bien, il y a un schéma qui émerge de mes amis me disant de conduire et de venir fumer avec eux et ensuite me dire que je suis un fou de l'herbe / les faire fumer trop / empêcher leur faire d'autres choses pour que vous voyez comment je suis hésitant"
4006,ham,", ow u dey.i paid 60,400thousad.i told  u would call .",", ow u dey.i payé 60.400thousad.i a dit que vous appelleriez."
4007,ham,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,IM FINE BABES AINT BEEN UP 2 Much THO! SAW SCARY MOVIE YEST SIT QUITE FUNNY! WANT 2MRW APRÈSTERNOON? À TOWN OU MALL OU SUMTHIN?xx
4008,ham,I'm reaching home in 5 min.,Je rentre chez moi dans 5 min.
4009,ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx","Vous avez oublié que vous travailliez aujourd'hui! Vous voulez discuter, mais les choses vont bien alors déposez-moi un texto lorsque vous êtes libre / ennuyé etc et je vais sonner."
4010,ham,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel,Alors on doit marcher partout... on ne peut pas prendre le tram. Mon cousin a dit qu'il pouvait marcher jusqu'au marché des victimes de notre hôtel.
4011,spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text","Wan2 gagne un Meet+Greet avec Westlife 4 U ou un m8? Ils sont actuellement sur quelle tournée? 1)Unbreakable, 2)Untamed, 3)Unkempt. Texte 1,2 ou 3 à 83049. Coût 50p +std texte"
4012,spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,S'il vous plaît appeler notre représentant du service à la clientèle sur FREEPHONE 0808 145 4742 entre 9h-11h puisque vous avez WON une garantie £1000 cash ou £5000 prix!
4013,ham,Discussed with your mother ah?,Tu as discuté avec ta mère?
4014,ham,Ok.,Très bien.
4015,ham,"Sorry, I can't text &amp; drive coherently, see you in twenty","Désolé, je ne peux pas texter &amp; conduire de manière cohérente, vous voir dans vingt"
4016,spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,Vous recevrez bientôt la sonnerie Triple Echo de cette semaine. Profitez-en!
4017,ham,In which place i can get rooms cheap:-),Dans quel endroit je peux obtenir des chambres bon marché:-)
4018,ham,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,"C'est beaucoup de temps, d'autant plus que l'American Pie dure 8 minutes. Je n'arrête pas de le chanter."
4019,ham,GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI,GRAN SEULEMENT LES JOURS D'APRÈS AGO.CUSOON HONI
4020,spam,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS","U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Vacances d'une valeur de £350! Composez le 08712300220 à réclamer - National Tarif Call. Bx526, SW73SS"
4021,ham,University of southern california.,Université de Californie du Sud.
4022,ham,We have to pick rayan macleran there.,Nous devons choisir Rayan Macleran là-bas.
4023,ham,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,U gd lor aller faire du shopping j'ai des trucs à faire. U wan 2 regarder des affaires infernales pas? Venez...
4024,ham,Well. Balls. Time to make calls,C'est l'heure de passer des coups de fil.
4025,ham,Wat time ü wan today?,C'est l'heure du wat ü wan aujourd'hui?
4026,ham,&lt;#&gt;  in mca. But not conform.,&lt;#&gt; en mca. Mais non conforme.
4027,ham,Oh ok.. Wat's ur email?,L'email de Wat?
4028,ham,"Yes, princess. Are you going to make me moan?",Tu vas me faire gémir?
4029,ham,Lol its ok I didn't remember til last nite,Lol son ok je ne m'en souvenais pas jusqu'à la dernière nite
4030,ham,"[…] anyway, many good evenings to u! s","[...] de toute façon, beaucoup de bonnes soirées à u! s"
4031,ham,"Cool, I'll text you in a few","Cool, je t'envoie un texto dans quelques minutes."
4032,ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..","Désolé vikky, je regarde Olave mandara film kano dans trishul théâtre avec mes frnds.."
4033,ham,I'm very happy for you babe ! Woo hoo party on dude!,Je suis très heureuse pour toi bébé!
4034,ham,I am taking you for italian food. How about a pretty dress with no panties? :),Je vous emmène manger à l'italienne. Que diriez-vous d'une jolie robe sans culotte? :)
4035,ham,Wot u up 2? Thout u were gonna call me!! Txt bak luv K,Tu allais m'appeler!
4036,spam,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,Vous êtes invités à recevoir un prix de £350! Pls appelez le numéro de réclamation 09066364311 pour recueillir votre prix que vous êtes sélectionné pour recevoir en tant que client mobile de valeur.
4037,ham,How are you holding up?,Comment tenez-vous le coup?
4038,ham,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please....,"Ne vous flattez pas... dites à cet homme de mes deux pintes de carlin en dix minutes, s'il vous plaît..."
4039,ham,Hope you are not scared!,J'espère que tu n'as pas peur!
4040,ham,I cant pick the phone right now. Pls send a message,Je ne peux pas choisir le téléphone tout de suite.
4041,ham,I'm at home n ready...,Je suis à la maison n prêt...
4042,spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,S'il vous plaît appeler notre représentant du service à la clientèle sur FREEPHONE 0808 145 4742 entre 9h-11h puisque vous avez WON une garantie £1000 cash ou £5000 prix!
4043,ham,What time do u get out?,A quelle heure tu sors?
4044,ham,I am literally in bed and have been up for like  &lt;#&gt;  hours,Je suis littéralement au lit et j'ai été debout pendant des heures comme &lt;#&gt;
4045,ham,"Yes, my reg is  Ciao!","Oui, mon rég est Ciao!"
4046,ham,If You mean the website. Yes.,Si vous voulez dire le site.
4047,spam,Win a £1000 cash prize or a prize worth £5000,Gagnez un prix en argent de £1000 ou un prix d'une valeur de £5000
4048,spam,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182","Merci pour votre commande de sonnerie, numéro de référence X49.Votre mobile sera facturé 4.50. Si votre ton n'arrive pas, veuillez appeler le service clientèle 09065989182"
4049,ham,Lol or I could just starve and lose a pound by the end of the day.,Lol ou moi pourrions juste mourir de faim et perdre une livre à la fin de la journée.
4050,ham,Yeah that's the impression I got,"Oui, c'est l'impression que j'ai."
4051,ham,Ok ok take care. I can understand.,"Prends soin de toi, je comprends."
4052,ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL","Motivez Derrière chaque obscurité, il y a une lumière brillante qui vous attend pour la trouver... Derrière chaque meilleur ami, il y a toujours de la confiance et de l'amour... BSLVYL"
4053,ham,"Ya ok, then had dinner?","Ok, alors a dîné?"
4054,ham,I was slept that time.you there?,J'ai dormi cette fois-là. Vous êtes là?
4055,ham,dont make ne plans for nxt wknd coz she wants us to come down then ok,ne pas faire de plans pour nxt wknd coz elle veut qu'on descende alors ok
4056,ham,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,Quand commence l'école. Où allez-vous rester. Quel est le temps comme. Et la nourriture. Avez-vous un système de soutien social comme des amis dans l'école. Toutes ces choses sont importantes.
4057,ham,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)","Ha ha nan yalrigu heltini..Iyo kothi chikku, u a partagé beaucoup de choses avec moi..Jusqu'à présent, je n'ai pas dit n'importe quel corps et même prononcé un mot abt u... Si ur me fait tellement confiance comment puis-je dire cela à d'autres... Plz nxt temps n'utilise pas ces mots pour moi..ok, chikku:-);-)B-)"
4058,ham,Noice. Text me when you're here,Envoie-moi un message quand tu seras là.
4059,ham,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,"Salut, yijue, on se voit à 19 h à l'esaplanade ce soir."
4060,spam,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP,Moby Pub Quiz.Gagnez un prix de £100 High Street si vous savez qui sera la nouvelle duchesse de Cornwall? Txt son prénom à 82277.unsub STOP £1.50 008704050406 SP
4061,spam,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!","Ces semaines, les offres de membres SavaMob sont maintenant accessibles. Il suffit de téléphoner au 08709501522 pour plus de détails! SavaMob, POBOX 139, LA3 2WU. Seulement £1.50/semaine. SavaMob - offre mobile!"
4062,ham,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was","J'ai été libéré, je pense que tu pourrais m'envoyer un texto à l'adresse de Blake? Il me semble que je ne suis pas aussi sûr de ce que je fais que je pensais que j'étais"
4063,ham,Hi dear we saw dear. We both are happy. Where you my battery is low,"Nous sommes tous les deux heureux, là où vous êtes, ma batterie est basse."
4064,ham,How are you. Its been ages. How's abj,Comment allez-vous?
4065,ham,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,Prof: vous avez passé dans tous les documents dans ce sem félicitations.... Étudiant: Enna kalaachutaarama.!! Prof:??? Gud mrng!
4066,ham,Dont kick coco when he's down,Ne frappe pas Coco quand il est à terre.
4067,ham,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,Fyi Je vais t'appeler sporadiquement en commençant comme &lt;#&gt; bc nous ne faisons pas dans cette merde
4068,spam,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7","Vous êtes contacté par notre service Rencontres par quelqu'un que vous connaissez! Pour savoir qui c'est, appelez depuis votre téléphone portable ou fixe 09064017305 PoBox75LDNS7"
4069,spam,TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,TBS/PERSOLVO. nous pourchassait depuis sept pour £38 certainement pas payer maintenant grâce à vos informations. Nous allons les ignorer. Kath. Manchester.
4070,ham,Hope youre not having too much fun without me!! see u tomorrow love jess x,J'espère que vous ne vous amusez pas trop sans moi!! voir u demain love jess x
4071,ham,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,Je sais que tout le monde m'évite. Je suis un fardeau pour tous.
4072,ham,I've reached home n i bathe liao... U can call me now...,"J'ai rejoint la maison, je me baigne, je peux m'appeler maintenant."
4073,spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,Prêts à toute fin même si vous avez un mauvais crédit! Locataires Bienvenue. Appelez NoWorriesLoans.com sur 08717111821
4074,ham,Was the actual exam harder than NBME,Est-ce que l'examen réel était plus dur que le NBME
4075,ham,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,J'espère que tu te sentiras mieux bientôt.
4076,ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U","Dieu a ramassé une fleur et a dippeditinaDEW, l'a touché avec amour qui s'est transformé en u, et le il a donné à meandsaid, SON FRIEN EST 4U"
4077,spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,87077: Démarrage d'une nouvelle saison avec 2wks objectifs gratuits & nouvelles pour ur mobile! Txt ur nom club à 87077 par exemple VILLA à 87077
4078,ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,Hey sathya jusqu'à maintenant on ne se voit même pas une seule fois alors comment puis-je voir la situation sathya.
4079,ham,Gam gone after outstanding innings.,Gam est parti après d'excellents balbutiements.
4080,ham,O i played smash bros  &lt;#&gt;  religiously.,O j'ai joué fracassant bros &lt;#&gt; religieusement.
4081,ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola","Monsieur, bonjour. J'espère que vous avez eu un bon week-end. J'ai appelé pour vous faire savoir que j'ai pu élever &lt;#&gt; de mon père. Il a cependant dit qu'il rendrait le reste disponible vers le milieu de feb. Ce montant est encore assez court et j'espérais que vous aideriez."
4082,ham,Hurry home. Soup is DONE!,Dépêchez-vous de rentrer.
4083,ham,No no. I will check all rooms befor activities,"Non, je vais vérifier toutes les chambres pour les activités."
4084,ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.","Bonjour, mon amour. C'était bon de voir vos mots sur YM et obtenir votre tm. Très intelligent mouvement, mon esclave... *smiles*... Je bois mon café et vous attends."
4085,ham,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,"D'accord, mais un peu d'ex... je ferais mieux d'aller manger du smth maintenant, sinon je me sentirai coupable..."
4086,spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.","Orange vous apporte des sonneries de tous les temps Chart Heroes, avec un succès gratuit chaque semaine! Allez sur Ringtones & Pics sur wap. Pour arrêter de recevoir ces conseils, répondez STOP."
4087,ham,Lemme know when you're here,Lemme sait quand tu es là.
4088,spam,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,PRIVÉ! Votre relevé de compte de 2003 pour 07973788240 indique 800 points S. I. M. non revus. Appelez le 08715203649 Code d'identification: 40533 Expire 31/10/04
4089,ham,He needs to stop going to bed and make with the fucking dealing,Il doit arrêter d'aller se coucher et faire avec ce putain de commerce.
4090,ham,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea","Comment allez-vous, mon amour? Êtes-vous avec votre frère? Le temps de parler anglais avec lui? *grins* Dis : Hey Muhommad, Penny dit bonjour de l'autre côté de la mer"
4091,spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,Nous avons essayé de vous appeler re votre réponse à nos sms pour une vidéo mobile 750 minutes UNLIMITED TEXTE + caméscope gratuit Réponse de l'appel 08000930705 Maintenant
4092,ham,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj","Hey doc pls Je veux obtenir une belle t-shirt pour mon hubby joli fiting ceux mon budget est &lt;#&gt; k aide pls Je vais charger d card abi hw, me tenir posted luv. 2 mj"
4093,ham,I remain unconvinced that this isn't an elaborate test of my willpower,Je ne suis toujours pas convaincu que ce n'est pas un test élaboré de ma volonté
4094,ham,"Life is nothing wen v get everything. But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng","La vie n'est rien d'autre que la vie v obtenir tout. Mais ""la vie est tout d'autre que la vie v manquer quelque chose "". La vraie valeur des gens ne sera réalisée qu'en leur absence... gud mrng"
4095,ham,how are you? I miss you!,Tu me manques!
4096,ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,"Je ne réponds pas au téléphone à ce qui est en fait une heure assez raisonnable, mais j'ai sommeil."
4097,ham,"Hey , is * rite u put »10 evey mnth is that all?","Hé, est-ce que * rite u put »10 every mnth c'est tout?"
4098,ham,i am going to bed now prin,Je vais me coucher maintenant.
4099,ham,I think just yourself …Thanks and see you tomo,Je pense juste vous-même... Merci et à vous voir tomo
4100,ham,If u dun drive then how i go 2 sch.,Si vous conduisez alors comment je vais 2 sch.
4101,ham,I not at home now lei...,Je ne suis pas à la maison maintenant lei...
4102,spam,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd,GSOH? Bon avec SPAM les dames?U pourrait b un gigolo masculin? 2 rejoindre la plus forte croissance du club masculin réponse ONCALL. mjzgroup. 08714342399.2stop réponse STOP. msg@£1.50rcvd
4103,ham,Ok then i will come to ur home after half an hour,Ok alors je viendrai à la maison après une demi-heure
4104,spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,U ont un admirateur secret qui cherche 2 faire contact avec U-find qui ils R*revel qui pense UR si spécial-appel sur 09058094599
4105,ham,Do u hav any frnd by name ashwini in ur college?,Est-ce que tu as un nom de Ashwini à l'université?
4106,ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,Jus termine mon déjeuner sur mon chemin de retour lor... I tot u dun wan 2 séjour à sch aujourd'hui...
4107,ham,K then 2marrow are you coming to class.,K puis 2marrow tu viens en cours.
4108,spam,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call","HOT LIVE FANTASIES appelez maintenant 08707500020 Juste 20p par min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 est un appel à tarifs nationaux"
4109,ham,Pls send me your address sir.,Envoyez-moi votre adresse.
4110,ham,I want to lick your pussy now...,Je veux te lécher la chatte maintenant...
4111,ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",Tu seras toujours en stock demain/aujourd'hui?
4112,spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,URGENT! Votre numéro mobile a reçu un prix <UKP>2000 GARANTIED. Appelez 09061790125 de la ligne fixe. Réclamation 3030. Valable 12hs seulement 150ppm
4113,ham,"I'll see, but prolly yeah","Je vais voir, mais prolly ouais."
4114,ham,Thought we could go out for dinner. I'll treat you! Seem ok?,J'ai pensé qu'on pourrait sortir dîner.
4115,ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,Où es-tu? Qu'est-ce que tu fais? Comment peux-tu te tenir loin de moi? Est-ce que ton coeur ne te fait pas mal sans moi?
4116,ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,"L'un d'eux était un peu une blague, ils cherchaient vraiment des filles blanches maigres, l'autre était une ligne, on ne peut faire autant à la caméra qu'avec ça, quelque chose comme ça."
4117,ham,What you doing?how are you?,Qu'est-ce que tu fais? Comment vas-tu?
